latitude,longitude
28.9855079650879,164.835159301758
28.9855079650879,165.018309488893
28.9855079650879,165.201459676028
28.9855079650879,165.384609863162
28.9855079650879,165.567760050297
28.9855079650879,165.750910237432
28.9855079650879,165.934060424566
28.9855079650879,166.117210611701
28.9855079650879,166.300360798836
28.9855079650879,166.483510985971
28.9855079650879,166.666661173105
28.9855079650879,166.84981136024
28.9855079650879,167.032961547375
28.9855079650879,167.21611173451
28.9855079650879,167.399261921644
28.9855079650879,167.582412108779
28.9855079650879,167.765562295914
28.9855079650879,167.948712483049
28.9855079650879,168.131862670183
28.9855079650879,168.315012857318
28.9855079650879,168.498163044453
28.9855079650879,168.681313231588
28.9855079650879,168.864463418722
28.9855079650879,169.047613605857
28.9855079650879,169.230763792992
28.9855079650879,169.413913980127
28.9855079650879,169.597064167261
28.9855079650879,169.780214354396
28.9855079650879,169.963364541531
28.9855079650879,170.146514728666
28.9855079650879,170.3296649158
28.9855079650879,170.512815102935
28.9855079650879,170.69596529007
28.9855079650879,170.879115477205
28.9855079650879,171.062265664339
28.9855079650879,171.245415851474
28.9855079650879,171.428566038609
28.9855079650879,171.611716225743
28.9855079650879,171.794866412878
28.9855079650879,171.978016600013
28.9855079650879,172.161166787148
28.9855079650879,172.344316974282
28.9855079650879,172.527467161417
28.9855079650879,172.710617348552
28.9855079650879,172.893767535687
28.9855079650879,173.076917722821
28.9855079650879,173.260067909956
28.9855079650879,173.443218097091
28.9855079650879,173.626368284226
28.9855079650879,173.80951847136
28.9855079650879,173.992668658495
28.9855079650879,174.17581884563
28.9855079650879,174.358969032765
28.9855079650879,174.542119219899
28.9855079650879,174.725269407034
28.9855079650879,174.908419594169
28.9855079650879,175.091569781304
28.9855079650879,175.274719968438
28.9855079650879,175.457870155573
28.9855079650879,175.641020342708
28.9855079650879,175.824170529843
28.9855079650879,176.007320716977
28.9855079650879,176.190470904112
28.9855079650879,176.373621091247
28.9855079650879,176.556771278382
28.9855079650879,176.739921465516
28.9855079650879,176.923071652651
28.9855079650879,177.106221839786
28.9855079650879,177.289372026921
28.9855079650879,177.472522214055
28.9855079650879,177.65567240119
28.9855079650879,177.838822588325
28.9855079650879,178.021972775459
28.9855079650879,178.205122962594
28.9855079650879,178.388273149729
28.9855079650879,178.571423336864
28.9855079650879,178.754573523998
28.9855079650879,178.937723711133
28.9855079650879,179.120873898268
28.9855079650879,179.304024085403
28.9855079650879,179.487174272537
28.9855079650879,179.670324459672
29.1304354965687,164.835159301758
29.1304354965687,165.018309488893
29.1304354965687,165.201459676028
29.1304354965687,165.384609863162
29.1304354965687,165.567760050297
29.1304354965687,165.750910237432
29.1304354965687,165.934060424566
29.1304354965687,166.117210611701
29.1304354965687,166.300360798836
29.1304354965687,166.483510985971
29.1304354965687,166.666661173105
29.1304354965687,166.84981136024
29.1304354965687,167.032961547375
29.1304354965687,167.21611173451
29.1304354965687,167.399261921644
29.1304354965687,167.582412108779
29.1304354965687,167.765562295914
29.1304354965687,167.948712483049
29.1304354965687,168.131862670183
29.1304354965687,168.315012857318
29.1304354965687,168.498163044453
29.1304354965687,168.681313231588
29.1304354965687,168.864463418722
29.1304354965687,169.047613605857
29.1304354965687,169.230763792992
29.1304354965687,169.413913980127
29.1304354965687,169.597064167261
29.1304354965687,169.780214354396
29.1304354965687,169.963364541531
29.1304354965687,170.146514728666
29.1304354965687,170.3296649158
29.1304354965687,170.512815102935
29.1304354965687,170.69596529007
29.1304354965687,170.879115477205
29.1304354965687,171.062265664339
29.1304354965687,171.245415851474
29.1304354965687,171.428566038609
29.1304354965687,171.611716225743
29.1304354965687,171.794866412878
29.1304354965687,171.978016600013
29.1304354965687,172.161166787148
29.1304354965687,172.344316974282
29.1304354965687,172.527467161417
29.1304354965687,172.710617348552
